Purchase_ID,Invoice_ID,Invoice_Date,Supplier_ID,Supplier_Name,Category,Subcategory,Department,Region,Amount,Payment_Status,Contract_Compliance,PO_Status,Invoice_Processing_Days,Buyer_Name,Cost_Center
P1389,INV1389,2024-09-17,S027,Peak Freight,Logistics,Warehousing,Finance,North,21081.8,Paid,Yes,Available,14,John,CC109
P1390,INV1390,2024-08-31,S021,Velocity Cargo,Logistics,Shipping,Admin,South,27768.83,Paid,No,Missing,19,Sara,CC105
P1391,INV1391,2024-03-26,S023,PaperTrail Office,Office Supplies,Paper,Procurement,Northeast,7278.71,Overdue,Yes,Available,33,Leo,CC112
P1392,INV1392,2024-09-19,S008,GreenSource,Facilities,HVAC,Operations,South,4110.54,Paid,No,Available,18,Nina,CC114
P1393,INV1393,2024-06-28,S014,Vertex Tools,Manufacturing,Packaging,HR,West,2747.04,Paid,Yes,Available,19,Leo,CC114
P1394,INV1394,2024-02-20,S009,Apex Industrial,Manufacturing,Tools,Supply Chain,East,21837.33,Paid,Yes,Available,9,Sara,CC111
P1395,INV1395,2024-05-20,S026,Nova Precision,Manufacturing,Maintenance Kits,Operations,South,31399.03,Paid,Yes,Available,8,David,CC113
P1396,INV1396,2024-07-03,S030,DataSphere Tech,IT,Servers,HR,North,5303.25,Paid,No,Available,3,Priya,CC114
P1397,INV1397,2024-09-08,S024,Titan Fabrication,Manufacturing,Calibration,Admin,East,2911.88,Paid,No,Available,20,Emily,CC111
P1398,INV1398,2024-04-10,S017,PureSpace Cleaning,Facilities,HVAC,Procurement,Northeast,9927.15,Paid,Yes,Missing,8,Leo,CC102
P1399,INV1399,2024-03-06,S028,CoreOffice Depot,Office Supplies,Paper,Operations,East,7170.12,Paid,Yes,Available,8,John,CC111
P1400,INV1400,2024-05-17,S011,TechCore Systems,IT,Laptops,Technology,Northeast,3648.25,Pending,Yes,Available,18,John,CC113
P1401,INV1401,2024-12-12,S026,Nova Precision,Manufacturing,Consumables,Technology,West,22885.75,Paid,Yes,Available,19,Mark,CC112
P1402,INV1402,2024-08-28,S018,NorthStar Office,Office Supplies,Paper,Engineering,South,793.23,Paid,Yes,Available,19,Mark,CC107
P1403,INV1403,2024-05-08,S006,OfficePro,Office Supplies,Breakroom Supplies,Engineering,East,3044.26,Paid,No,Available,7,Leo,CC112
P1404,INV1404,2024-05-19,S009,Apex Industrial,Manufacturing,Maintenance Kits,Engineering,Northeast,6276.3,Paid,Yes,Available,6,Nina,CC114
P1405,INV1405,2024-10-14,S022,OmniTech Devices,IT,Accessories,Engineering,Northeast,19432.68,Paid,Yes,Available,15,Sara,CC110
P1406,INV1406,2024-11-09,S017,PureSpace Cleaning,Facilities,HVAC,Finance,North,9411.33,Paid,Yes,Available,14,Ravi,CC115
P1407,INV1407,2024-03-13,S014,Vertex Tools,Manufacturing,Maintenance Kits,Facilities,South,13957.29,Pending,Yes,Available,16,Ravi,CC115
P1408,INV1408,2024-01-13,S025,SafeGrid Security,IT,Servers,Finance,South,23327.79,Pending,Yes,Missing,28,Priya,CC115
P1409,INV1409,2024-03-04,S008,GreenSource,Facilities,Repairs,Admin,North,415.41,Paid,No,Available,6,Emily,CC102
P1410,INV1410,2024-03-21,S019,ForgeLine Parts,Manufacturing,Tools,Finance,East,39818.52,Overdue,No,Available,36,Emily,CC113
P1411,INV1411,2024-03-21,S030,DataSphere Tech,IT,Security,Admin,East,18822.28,Paid,No,Missing,18,Sara,CC102
P1412,INV1412,2024-09-20,S017,PureSpace Cleaning,Facilities,Cleaning,Finance,West,1742.27,Paid,Yes,Available,12,Emily,CC108
P1413,INV1413,2024-04-16,S021,Velocity Cargo,Logistics,Ocean Freight,Operations,North,12524.38,Paid,No,Available,16,Ravi,CC106
P1414,INV1414,2024-01-14,S006,OfficePro,Office Supplies,Printers,HR,Midwest,4052.22,Overdue,Yes,Available,40,Emily,CC114
P1415,INV1415,2024-11-16,S028,CoreOffice Depot,Office Supplies,Stationery,Facilities,South,5739.84,Paid,Yes,Available,16,David,CC113
P1416,INV1416,2024-12-17,S027,Peak Freight,Logistics,Shipping,HR,East,9419.17,Paid,Yes,Available,16,Ana,CC102
P1417,INV1417,2024-03-22,S003,Prime Logistics,Logistics,Last Mile,HR,South,13886.73,Paid,No,Missing,11,Mark,CC103
P1418,INV1418,2024-04-01,S010,BlueWave Freight,Logistics,Express Delivery,Technology,Midwest,30967.71,Paid,No,Available,19,Leo,CC104
P1419,INV1419,2024-10-25,S024,Titan Fabrication,Manufacturing,Calibration,Supply Chain,South,9984.11,Paid,No,Available,20,Ravi,CC111
P1420,INV1420,2024-05-24,S009,Apex Industrial,Manufacturing,Calibration,Operations,Northeast,16491.61,Paid,No,Available,13,Sara,CC113
P1421,INV1421,2024-04-04,S030,DataSphere Tech,IT,Monitors,Facilities,Midwest,27754.14,Paid,No,Available,9,Emily,CC113
P1422,INV1422,2024-04-24,S014,Vertex Tools,Manufacturing,Machine Parts,Operations,South,1580.88,Pending,Yes,Available,12,David,CC107
P1423,INV1423,2024-04-21,S002,Delta Office,Office Supplies,Stationery,Technology,Northeast,6587.82,Pending,Yes,Available,24,Sara,CC110
P1424,INV1424,2024-12-21,S022,OmniTech Devices,IT,Accessories,Operations,Northeast,21362.49,Paid,Yes,Available,19,Ravi,CC115
P1425,INV1425,2024-10-16,S013,Metro Furnishings,Office Supplies,Printers,Operations,West,4926.75,Paid,Yes,Available,14,David,CC107
P1426,INV1426,2024-11-26,S007,SecureNet,IT,Monitors,Facilities,Northeast,1898.24,Paid,No,Available,3,Ana,CC102
P1427,INV1427,2024-07-20,S002,Delta Office,Office Supplies,Furniture,Admin,East,6929.69,Paid,Yes,Available,12,David,CC113
P1428,INV1428,2024-03-14,S011,TechCore Systems,IT,Security,HR,East,21070.09,Paid,Yes,Missing,11,John,CC110
P1429,INV1429,2024-07-26,S010,BlueWave Freight,Logistics,Warehousing,Technology,West,21747.76,Pending,Yes,Available,12,Emily,CC106
P1430,INV1430,2024-05-03,S003,Prime Logistics,Logistics,Ocean Freight,Supply Chain,North,19406.93,Paid,Yes,Available,6,David,CC113
P1431,INV1431,2024-11-11,S010,BlueWave Freight,Logistics,Express Delivery,Supply Chain,East,26619.11,Paid,Yes,Available,8,Sara,CC111
P1432,INV1432,2024-02-23,S007,SecureNet,IT,Cloud Services,Technology,East,25137.55,Paid,Yes,Available,15,Emily,CC109
P1433,INV1433,2024-01-09,S011,TechCore Systems,IT,Networking,Engineering,Northeast,23031.08,Paid,Yes,Available,16,Sara,CC115
P1434,INV1434,2024-12-25,S026,Nova Precision,Manufacturing,Machine Parts,Technology,East,3675.31,Paid,Yes,Available,7,Priya,CC114
P1435,INV1435,2024-07-21,S025,SafeGrid Security,IT,Servers,Procurement,North,17771.61,Paid,Yes,Available,11,Sara,CC101
P1436,INV1436,2024-02-23,S005,NextGen Components,Manufacturing,Consumables,Engineering,South,3371.71,Paid,Yes,Available,11,Emily,CC101
P1437,INV1437,2024-07-24,S012,EverBright Utilities,Facilities,HVAC,Engineering,Midwest,5400.37,Paid,Yes,Available,9,Priya,CC105
P1438,INV1438,2024-04-07,S029,FacilityOne Services,Facilities,Utilities,Admin,North,6604.1,Paid,Yes,Available,19,Sara,CC104
P1439,INV1439,2024-09-02,S024,Titan Fabrication,Manufacturing,Maintenance Kits,Technology,West,31785.51,Pending,Yes,Missing,29,Ana,CC106
P1440,INV1440,2024-09-09,S015,RapidRoute Shipping,Logistics,Ocean Freight,HR,North,34782.67,Paid,Yes,Available,13,David,CC114
P1441,INV1441,2024-07-17,S007,SecureNet,IT,Monitors,Admin,North,19645.7,Paid,Yes,Missing,16,John,CC110
P1442,INV1442,2024-01-18,S005,NextGen Components,Manufacturing,Consumables,Supply Chain,West,37518.63,Paid,Yes,Missing,17,Emily,CC115
P1443,INV1443,2024-03-19,S004,FastClean Services,Facilities,HVAC,Operations,East,3600.36,Paid,Yes,Available,9,Priya,CC113
P1444,INV1444,2024-05-06,S011,TechCore Systems,IT,Accessories,Engineering,West,22308.74,Paid,Yes,Missing,9,Mark,CC108
P1445,INV1445,2024-09-05,S001,ABC Supplies,IT,Security,Technology,South,7534.02,Paid,Yes,Available,18,Ravi,CC103
P1446,INV1446,2024-10-06,S021,Velocity Cargo,Logistics,Warehousing,Procurement,Northeast,21980.58,Paid,No,Missing,4,Nina,CC107
P1447,INV1447,2024-04-14,S026,Nova Precision,Manufacturing,Maintenance Kits,Engineering,North,11728.03,Paid,No,Available,3,David,CC102
P1448,INV1448,2024-09-20,S024,Titan Fabrication,Manufacturing,Packaging,Operations,Northeast,11278.52,Overdue,Yes,Available,36,Leo,CC115
P1449,INV1449,2024-08-13,S007,SecureNet,IT,Security,Operations,Northeast,9048.35,Paid,Yes,Available,19,Emily,CC106
P1450,INV1450,2024-10-29,S015,RapidRoute Shipping,Logistics,Shipping,Operations,South,25580.55,Pending,Yes,Missing,23,Priya,CC101
P1451,INV1451,2024-12-01,S006,OfficePro,Office Supplies,Stationery,Facilities,Northeast,1711.67,Pending,Yes,Available,12,Sara,CC111
P1452,INV1452,2024-03-04,S010,BlueWave Freight,Logistics,Express Delivery,Supply Chain,East,15009.55,Pending,No,Missing,29,Priya,CC104
P1453,INV1453,2024-07-14,S016,CloudAxis Software,IT,Monitors,Technology,Midwest,13182.67,Pending,Yes,Available,23,Sara,CC115
P1454,INV1454,2024-06-14,S028,CoreOffice Depot,Office Supplies,Stationery,Admin,Northeast,1364.26,Overdue,Yes,Available,34,Nina,CC103
P1455,INV1455,2024-10-26,S004,FastClean Services,Facilities,HVAC,Technology,North,2734.44,Paid,Yes,Available,15,David,CC114
P1456,INV1456,2024-05-26,S010,BlueWave Freight,Logistics,Express Delivery,Technology,North,23203.69,Pending,Yes,Available,24,Emily,CC101
P1457,INV1457,2024-07-03,S006,OfficePro,Office Supplies,Furniture,Finance,Midwest,6301.51,Paid,Yes,Available,20,Sara,CC115
P1458,INV1458,2024-03-07,S009,Apex Industrial,Manufacturing,Calibration,HR,West,21647.33,Paid,Yes,Missing,17,Priya,CC111
P1459,INV1459,2024-06-01,S005,NextGen Components,Manufacturing,Machine Parts,Technology,East,912.66,Paid,Yes,Available,11,Priya,CC105
P1460,INV1460,2024-11-23,S003,Prime Logistics,Logistics,Freight,Operations,West,8440.24,Paid,No,Available,9,Ravi,CC108
P1461,INV1461,2024-08-19,S012,EverBright Utilities,Facilities,HVAC,Facilities,Midwest,13009.69,Paid,Yes,Available,10,Leo,CC115
P1462,INV1462,2024-10-26,S012,EverBright Utilities,Facilities,Maintenance,Operations,West,9294.01,Paid,Yes,Available,8,Nina,CC111
P1463,INV1463,2024-05-02,S023,PaperTrail Office,Office Supplies,Printers,Supply Chain,Midwest,7772.12,Pending,No,Available,25,David,CC113
P1464,INV1464,2024-01-04,S023,PaperTrail Office,Office Supplies,Furniture,Finance,East,6567.02,Paid,Yes,Available,17,Leo,CC105
P1465,INV1465,2024-05-18,S005,NextGen Components,Manufacturing,Tools,HR,Midwest,24616.92,Pending,Yes,Available,27,Ana,CC109
P1466,INV1466,2024-03-17,S020,EcoMaintain,Facilities,Maintenance,Admin,East,11961.66,Paid,Yes,Available,14,Emily,CC104
P1467,INV1467,2024-03-02,S026,Nova Precision,Manufacturing,Calibration,Supply Chain,Midwest,20585.9,Pending,Yes,Available,12,John,CC105
P1468,INV1468,2024-04-25,S005,NextGen Components,Manufacturing,Machine Parts,Operations,East,33353.84,Paid,Yes,Available,13,Sara,CC105
P1469,INV1469,2024-07-21,S028,CoreOffice Depot,Office Supplies,Stationery,HR,South,6926.68,Paid,Yes,Available,17,Leo,CC109
P1470,INV1470,2024-10-13,S027,Peak Freight,Logistics,Shipping,Facilities,Northeast,19094.07,Paid,Yes,Available,7,Nina,CC105
P1471,INV1471,2024-10-26,S005,NextGen Components,Manufacturing,Machine Parts,Engineering,South,24561.42,Paid,Yes,Available,12,Ana,CC113
P1472,INV1472,2024-08-01,S019,ForgeLine Parts,Manufacturing,Packaging,Finance,North,1598.61,Paid,No,Available,3,Ravi,CC108
P1473,INV1473,2024-10-14,S021,Velocity Cargo,Logistics,Express Delivery,Operations,South,25500.61,Pending,Yes,Missing,22,David,CC111
P1474,INV1474,2024-01-20,S023,PaperTrail Office,Office Supplies,Breakroom Supplies,Procurement,North,7616.96,Paid,Yes,Missing,15,Leo,CC105
P1475,INV1475,2024-01-02,S030,DataSphere Tech,IT,Security,Supply Chain,East,9082.43,Pending,Yes,Available,36,Emily,CC109
P1476,INV1476,2024-09-07,S026,Nova Precision,Manufacturing,Consumables,Admin,East,28500.6,Pending,Yes,Available,24,John,CC111
P1477,INV1477,2024-10-20,S008,GreenSource,Facilities,Safety Supplies,Technology,North,6236.83,Paid,No,Available,5,Ravi,CC113
P1478,INV1478,2024-06-10,S019,ForgeLine Parts,Manufacturing,Packaging,Admin,Midwest,2054.48,Paid,Yes,Available,6,Nina,CC105
P1479,INV1479,2024-03-24,S028,CoreOffice Depot,Office Supplies,Breakroom Supplies,Finance,Northeast,5253.44,Paid,Yes,Available,10,Sara,CC107
P1480,INV1480,2024-05-04,S025,SafeGrid Security,IT,Security,Procurement,Midwest,14585.09,Paid,Yes,Available,9,Ana,CC107
